Series Name,Series Code,Country Name,Country Code,2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Gabon,GAB,3.920808795,-1.837761064,1.467957315,3.037614495
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Gambia, The",GMB,6.22205316,0.591487288,5.255968788,5.49299823
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Georgia,GEO,5.380719266,-6.290471785,10.64423366,10.95853214
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Ghana,GHA,6.507774794,0.513941671,5.076466435,3.817504621
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Gibraltar,GIB,null,null,null,null
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Greece,GRC,2.277180636,-9.196231471,8.654497853,5.74364919
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Greenland,GRL,2.832177568,0.187608794,1.290210488,null
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Grenada,GRD,0.676511739,-13.75662226,4.687478169,7.320740616
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Guam,GUM,2.523602033,-10.51885957,2.058183257,5.099864262
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Guatemala,GTM,4.017897934,-1.785551945,8.033267715,4.200155889
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Guinea,GIN,5.616914469,4.704590961,5.582332811,3.972407842
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Guinea-Bissau,GNB,5.55045565,1.495274437,6.182676683,4.605831807
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Guyana,GUY,5.352840035,43.47965172,20.06002806,63.33458716
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Haiti,HTI,-1.723096998,-3.30550547,-1.798239889,-1.681983969
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Honduras,HND,2.559634346,-8.965082233,12.56528438,4.14356194
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Hong Kong SAR, China",HKG,-1.672391239,-6.544767573,6.454408241,-3.683571131
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Hungary,HUN,4.864225735,-4.487046048,7.06122061,4.583407673
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Iceland,ISL,1.861177943,-6.940453095,5.254209753,8.992507613
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Iran, Islamic Rep.",IRN,-3.070587985,3.330288459,4.719777732,3.776631402
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Iraq,IRQ,5.513790575,-12.03679309,1.50218071,7.639811402
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Ireland,IRL,5.040550288,7.157898831,16.25561324,8.619503552
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Isle of Man,IMN,0.254878786,-8.8368174,3.837836666,null
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Israel,ISR,3.785141452,-1.464605643,9.343907746,6.470371502
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Jamaica,JAM,0.892291654,-9.920322449,4.601424504,5.221519847
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Jordan,JOR,1.751240779,-1.102751883,3.65564191,2.647436164
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Kazakhstan,KAZ,4.500000001,-2.499999996,4.299999997,3.2
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Kenya,KEN,5.114158858,-0.272766327,7.590489473,4.859981043
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Kiribati,KIR,3.264259304,-0.562016449,8.522661217,3.905352807
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Korea, Dem. People's Rep.",PRK,null,null,null,null
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Kosovo,XKX,4.75680057,-5.340275478,10.74565608,4.278498958
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Kuwait,KWT,2.263816906,-4.817428606,2.260806098,5.859208873
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Kyrgyz Republic,KGZ,4.600625657,-7.148977577,5.507007627,8.9675052
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Lao PDR,LAO,5.457735092,0.503031829,2.528351005,2.707426526
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Latvia,LVA,0.675375257,-3.469229153,6.947233162,1.812682402
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Lebanon,LBN,-6.914924729,-21.39989969,-7.001238625,-0.621678971
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Lesotho,LSO,-1.417993831,-8.155958799,2.26671067,2.387780202
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Liberia,LBR,-2.467297635,-2.982491276,4.986712835,4.808105173
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Libya,LBY,-11.19608289,-29.45529673,28.33346246,-8.251630041
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Liechtenstein,LIE,null,null,null,null
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Lithuania,LTU,4.677351558,0.042814017,6.380016762,2.537525009
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Luxembourg,LUX,2.915847915,-0.909829799,7.168401987,1.380185891
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Macao SAR, China",MAC,-2.563467574,-54.3361546,23.53598889,-19.60933637
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Madagascar,MDG,4.411232129,-7.137671621,5.739615739,3.999999999
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Malawi,MWI,5.716825192,0.79359643,4.55829212,0.921115069
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Malaysia,MYS,4.413187421,-5.456846584,3.315349544,8.861821876
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Maldives,MDV,7.298335745,-32.90882878,37.50787012,13.82608952
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Mali,MLI,4.756160808,-1.235450447,3.052613569,3.474951711
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Malta,MLT,4.084706028,-3.474687509,13.4603052,4.147882816
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Marshall Islands,MHL,10.45211473,-2.772887324,1.222272522,-1.118067979
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Mauritania,MRT,3.141004893,-0.360657384,0.742715395,6.796005102
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Mauritius,MUS,2.891284993,-14.54653815,3.403798662,8.879885197
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Micronesia, Fed. Sts.",FSM,4.081632653,-1.960784314,2.8,-0.778210117
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Moldova,MDA,3.552314085,-8.27597832,13.92999979,-5.015482319
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Monaco,MCO,7.12088952,-13.23910483,22.23221559,11.04693943
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Mongolia,MNG,5.602244221,-4.557751976,1.636769577,5.032709637
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Montenegro,MNE,4.062944992,-15.30689376,13.04346425,6.406680329
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Morocco,MAR,2.890974761,-7.178207442,8.154738898,1.52720358
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Mozambique,MOZ,2.317813948,-1.2195225,2.377435728,4.364450745
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Myanmar,MMR,6.579110068,-9.04834718,-12.01637248,4.037493436
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Namibia,NAM,-0.839152163,-8.101402014,3.603829192,5.349664086
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Nauru,NRU,8.486736592,1.981819494,7.206594666,3.022636275
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Nepal,NPL,6.657055431,-2.369620629,4.838149614,5.631314559
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,New Caledonia,NCL,-1.400000002,-2.400000001,-2.099999998,3.499999996
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,New Zealand,NZL,2.361962178,-0.424906458,4.546247639,2.774842648
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Nicaragua,NIC,-2.89702792,-1.755952892,10.31609128,3.752284757
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Niger,NER,5.939852571,3.550641094,1.383596362,11.9
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Nigeria,NGA,2.208429277,-1.794253083,3.647186541,3.251681408
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,North Macedonia,MKD,3.910419538,-4.68845001,4.51067949,2.758884153
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Northern Mariana Islands,MNP,-11.4474929,-29.05982906,4.969879518,16.64275466
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Norway,NOR,1.123777874,-1.278171785,3.908686777,3.005635161
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Oman,OMN,-1.128638017,-3.379720527,2.582174989,9.577106131
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Pakistan,PAK,2.497636929,-1.274087443,6.513885759,4.778106869
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Palau,PLW,0.2,-5.999425856,-13.79388797,-1.318449033
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Panama,PAN,3.103067886,-17.82122997,16.46712492,10.76966587
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Papua New Guinea,PNG,4.480514571,-3.167432041,-0.511353444,5.707584118
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Paraguay,PRY,-0.401855101,-0.819785391,4.016737318,0.176038366
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Peru,PER,2.240631769,-10.9333065,13.35522951,2.725500216
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Philippines,PHL,6.118525661,-9.518294741,5.714733134,7.580982128
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Poland,POL,4.580458173,-2.035568824,6.927182661,5.255456974
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Portugal,PRT,2.745684716,-8.204632063,5.558757523,6.985841938
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Puerto Rico,PRI,1.675463795,-4.180874309,0.38522272,3.568110247
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Qatar,QAT,0.68824096,-3.557603999,1.626846725,4.185009713
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Romania,ROU,3.92326385,-3.674384409,5.545709626,3.965307663
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Rwanda,RWA,9.447385186,-3.373687464,10.85796776,8.157733085
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Samoa,WSM,4.451858917,-3.108444011,-7.078830943,-5.3062909
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,San Marino,SMR,2.065685147,-6.647910818,13.89778951,7.898441458
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Sao Tome and Principe,STP,2.014316721,2.624859495,1.899298913,0.168698492
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Senegal,SEN,4.613628097,1.342073773,6.5440011,3.825863637
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Serbia,SRB,4.750207939,-0.950023992,7.949056505,2.630986444
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Seychelles,SYC,5.514292074,-11.73986083,0.552281631,14.97685133
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Sierra Leone,SLE,5.502709374,-1.253349032,5.896852705,5.313554614
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Singapore,SGP,1.345058741,-3.869798934,9.690766871,3.838076785
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Sint Maarten (Dutch part),SXM,10.96500094,-13.31678872,4.577596779,9.800001111
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Slovak Republic,SVK,2.275899182,-2.585512529,5.72698854,0.449673875
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Slovenia,SVN,3.505251668,-4.084998153,8.389650321,2.699237557
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Solomon Islands,SLB,1.748566555,-3.381147541,2.564349754,2.402481436
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Somalia,SOM,2.824313365,-2.752481039,3.458227929,2.727114296
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,South Africa,ZAF,0.259935577,-6.168917715,4.955032594,1.91147996
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,South Sudan,SSD,null,null,null,null
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Sri Lanka,LKA,-0.220483886,-4.624515037,4.207476495,-7.346791236
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,St. Kitts and Nevis,KNA,2.831267379,-15.35445176,0.479678357,10.52284928
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,St. Lucia,LCA,-0.700859002,-24.36115535,11.59947362,20.38676757
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,St. Martin (French part),MAF,6.500003637,-12.50000225,4.899999671,null
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,St. Vincent and the Grenadines,VCT,0.661727444,-3.739145992,0.75379708,7.159832866
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Sudan,SDN,-2.178251045,-3.629800824,-1.868520483,-0.957816591
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Suriname,SUR,1.167589772,-15.97519171,-2.435385836,2.406222356
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Sweden,SWE,2.549647853,-2.005337504,5.937508573,1.459288508
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Syrian Arab Republic,SYR,1.220705221,-0.697154504,1.854215901,0.732781302
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Tajikistan,TJK,7.400000163,4.400001116,9.39999955,8.000000338
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Tanzania,TZA,5.8,1.991964606,4.321384295,4.566005764
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Thailand,THA,2.114557796,-6.050038469,1.568181765,2.462769341
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Timor-Leste,TLS,24.21288401,31.72574167,5.363126627,-20.58424404
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Togo,TGO,4.922925917,1.992155019,5.990876104,5.759542515
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Tonga,TON,-0.208437488,1.78339493,0.362601972,-2.309860027
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Trinidad and Tobago,TTO,0.361272406,-9.077876893,-1.03742621,1.48223484
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Tunisia,TUN,1.587846655,-9.011934124,4.736320748,2.673318218
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Turkmenistan,TKM,6.300000042,5.900000049,6.200000017,6.199999936
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Turks and Caicos Islands,TCA,5.310925248,-26.78293287,9.025497471,6.199999486
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Tuvalu,TUV,13.82209844,-4.274932069,1.804135911,0.677309361
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Uganda,UGA,6.438745033,2.951306422,3.536580341,4.588021922
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Ukraine,UKR,3.199503862,-3.752817939,3.445620657,-28.75858421
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,United Arab Emirates,ARE,1.108348139,-4.957052437,4.354755299,7.509697032
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Uruguay,URY,0.928351033,-7.380141845,5.561892793,4.707257615
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Uzbekistan,UZB,6.779923997,1.563342773,8.034683126,6.001342322
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Vanuatu,VUT,3.241187655,-4.992491429,-1.552294891,1.916057012
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Venezuela, RB",VEN,null,null,null,null
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Viet Nam,VNM,7.359262701,2.865413209,2.553728526,8.123514468
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Virgin Islands (U.S.),VIR,2.908335497,-1.614938178,3.667607079,-1.311232063
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,West Bank and Gaza,PSE,1.362687466,-11.31846611,7.011982276,4.082760273
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Yemen, Rep.",YEM,null,null,null,null
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Zambia,ZMB,1.441306026,-2.785055065,6.234922047,5.211223604
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Zimbabwe,ZWE,-6.332446407,-7.816950647,8.468016898,6.139263265
